id,room_id,partner_id,room_risk_score_id,room_recommendation_id,snapshot_date,primary_action,secondary_actions_json,priority_score,action_reason_json,candidate_actions_json,generated_at,created_at,updated_at
879,949,13,879,,12/5/2026,price_adjustment,"[""campaign_launch""]",81,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": null, ""price_gap_pct"": 50, ""primary_issue"": ""overpriced"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 3700, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 40.34, ""has_discount_component"": true}","[{""type"": ""price_adjustment"", ""label"": ""Reduce price by 15-20% to realign with similar rooms""}, {""type"": ""campaign_launch"", ""label"": ""Re-launch demand after the price reset""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
880,950,13,880,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -0.9, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 3800, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 40.34, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
881,951,13,881,,12/5/2026,campaign_launch,"[""price_adjustment"", ""listing_refresh""]",73,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": 1, ""price_gap_pct"": 5.6, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 3700, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 53.84, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Test a 5-10% price adjustment to improve competitiveness""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
882,952,13,882,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -0.6, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 2200, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
883,953,13,883,,12/5/2026,price_adjustment,"[""campaign_launch""]",81,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": null, ""price_gap_pct"": 50, ""primary_issue"": ""overpriced"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 3700, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 40.34, ""has_discount_component"": true}","[{""type"": ""price_adjustment"", ""label"": ""Reduce price by 15-20% to realign with similar rooms""}, {""type"": ""campaign_launch"", ""label"": ""Re-launch demand after the price reset""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
884,954,13,884,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -4.4, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 3300, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 53.84, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
885,955,13,885,,12/5/2026,campaign_launch,"[""price_adjustment"", ""listing_refresh""]",73,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": 1, ""price_gap_pct"": 11, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3700, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Test a 5-10% price adjustment to improve competitiveness""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
886,956,13,886,,12/5/2026,campaign_launch,"[""price_adjustment"", ""listing_refresh""]",73,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": 1, ""price_gap_pct"": 13.5, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 3700, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 50.6, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Test a 5-10% price adjustment to improve competitiveness""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
887,957,13,887,,12/5/2026,price_adjustment,"[""campaign_launch""]",81,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": null, ""price_gap_pct"": 24.1, ""primary_issue"": ""overpriced"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 3000, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 53.84, ""has_discount_component"": true}","[{""type"": ""price_adjustment"", ""label"": ""Test a 10-15% price reduction against similar rooms""}, {""type"": ""campaign_launch"", ""label"": ""Re-launch demand after the price reset""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
888,958,13,888,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": 0, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3200, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 56.72, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
889,959,13,889,,12/5/2026,campaign_launch,"[""price_adjustment"", ""listing_refresh""]",73,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": 1, ""price_gap_pct"": 13.5, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 3700, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 50.6, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Test a 5-10% price adjustment to improve competitiveness""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
890,960,13,890,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -2.2, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3200, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
891,961,13,891,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": 0, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3200, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 56.72, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
892,962,13,892,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": 0, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3200, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 56.72, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
893,963,13,893,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -2.2, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3200, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
894,964,13,894,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": 0, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3200, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 56.72, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
895,965,13,895,,12/5/2026,monitor_only,[],18,"{""strategy"": ""growth_first"", ""risk_class"": ""low"", ""campaign_type"": null, ""price_gap_pct"": -2.2, ""primary_issue"": ""monitor_only"", ""discount_targets"": [], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3500, ""revenue_anchor_type"": ""current_revenue"", ""discount_target_scope"": ""none"", ""risk_confidence_score"": 57.8, ""has_discount_component"": false}","[{""type"": ""monitor_only"", ""label"": ""Collect more signal before changing price or campaign settings""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
896,966,13,896,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": 0, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3200, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 56.72, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
897,967,13,897,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -2.2, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3500, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
898,968,13,898,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -2.2, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3500, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
899,969,13,899,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -2.2, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3500, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
900,970,13,900,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -2.2, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3500, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
901,971,13,901,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -2.2, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3500, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
902,972,13,902,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -2.2, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3500, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
903,973,13,903,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -2.2, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3500, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
904,974,13,904,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -2.2, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3500, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
905,975,13,905,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -2.2, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3500, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
906,976,13,906,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -2.2, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3500, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
907,977,13,907,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": 0, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 2700, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 52.76, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
908,978,13,908,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -2.2, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3500, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
909,979,13,909,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -2.2, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3500, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
910,980,13,910,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -2.2, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3500, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
