id,room_id,partner_id,room_risk_score_id,room_recommendation_id,snapshot_date,primary_action,secondary_actions_json,priority_score,action_reason_json,candidate_actions_json,generated_at,created_at,updated_at
35,35,2,35,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": 0, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6000, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 38.18, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
36,36,2,36,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": 0, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6000, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 36.02, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
37,37,2,37,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": 0, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6000, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 36.02, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
38,38,2,38,,12/5/2026,price_adjustment,"[""campaign_launch""]",81,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": null, ""price_gap_pct"": 42.5, ""primary_issue"": ""overpriced"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 4460, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 38.18, ""has_discount_component"": true}","[{""type"": ""price_adjustment"", ""label"": ""Reduce price by 15-20% to realign with similar rooms""}, {""type"": ""campaign_launch"", ""label"": ""Re-launch demand after the price reset""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
39,39,2,39,,12/5/2026,price_adjustment,"[""campaign_launch""]",81,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": null, ""price_gap_pct"": 42.5, ""primary_issue"": ""overpriced"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 4460, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 38.18, ""has_discount_component"": true}","[{""type"": ""price_adjustment"", ""label"": ""Reduce price by 15-20% to realign with similar rooms""}, {""type"": ""campaign_launch"", ""label"": ""Re-launch demand after the price reset""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
40,40,2,40,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": 0, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 4460, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
41,41,2,41,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": 0, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6500, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
42,42,2,42,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": 0, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6500, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
43,43,2,43,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -19.2, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 2933.33, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 36.02, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
44,44,2,44,,12/5/2026,price_adjustment,"[""campaign_launch""]",81,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": null, ""price_gap_pct"": 113.2, ""primary_issue"": ""overpriced"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 5353.33, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 53.84, ""has_discount_component"": true}","[{""type"": ""price_adjustment"", ""label"": ""Reduce price by 15-20% to realign with similar rooms""}, {""type"": ""campaign_launch"", ""label"": ""Re-launch demand after the price reset""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
45,45,2,45,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": 0, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 3013.33, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
46,46,2,46,,12/5/2026,campaign_launch,"[""price_adjustment"", ""listing_refresh""]",73,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": 1, ""price_gap_pct"": 13, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 4423.33, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 40.34, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Test a 5-10% price adjustment to improve competitiveness""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
47,47,2,47,,12/5/2026,price_adjustment,"[""campaign_launch""]",81,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": null, ""price_gap_pct"": 322.9, ""primary_issue"": ""overpriced"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 4833.33, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 53.84, ""has_discount_component"": true}","[{""type"": ""price_adjustment"", ""label"": ""Reduce price by 15-20% to realign with similar rooms""}, {""type"": ""campaign_launch"", ""label"": ""Re-launch demand after the price reset""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
48,48,2,48,,12/5/2026,campaign_launch,"[""price_adjustment"", ""listing_refresh""]",73,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": 1, ""price_gap_pct"": 13, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 4423.33, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 40.34, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Test a 5-10% price adjustment to improve competitiveness""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
49,49,2,49,,12/5/2026,campaign_launch,"[""price_adjustment"", ""listing_refresh""]",73,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": 1, ""price_gap_pct"": 13, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 4423.33, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 40.34, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Test a 5-10% price adjustment to improve competitiveness""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
50,50,2,50,,12/5/2026,price_adjustment,"[""campaign_launch""]",81,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": null, ""price_gap_pct"": 16.4, ""primary_issue"": ""overpriced"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 3013.33, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 52.76, ""has_discount_component"": true}","[{""type"": ""price_adjustment"", ""label"": ""Test a 10-15% price reduction against similar rooms""}, {""type"": ""campaign_launch"", ""label"": ""Re-launch demand after the price reset""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
51,51,2,51,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": 4, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6000, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 40.34, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
52,52,2,52,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": 4, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6000, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 40.34, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
53,53,2,53,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": 4, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6000, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 40.34, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
