id,room_id,partner_id,snapshot_date,risk_score,confidence_score,risk_class,primary_issue,signals_json,features_json,calculated_at,created_at,updated_at
1815,5275,49,12/5/2026,63,53.84,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 258, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2000, ""other_fee"": 600, ""season_fee"": 0, ""initial_fee"": 18350, ""utility_fee"": 637, ""cleaning_fee"": 36500}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 58087}, ""peer_comparison"": {""price_gap"": -1181.82, ""sample_size"": 22, ""price_gap_pct"": -37.1, ""room_size_gap"": 0.94, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1816,5276,49,12/5/2026,63,40.34,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 258, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 1800, ""other_fee"": 600, ""season_fee"": 0, ""initial_fee"": 18350, ""utility_fee"": 637, ""cleaning_fee"": 36500}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 57887}, ""peer_comparison"": {""price_gap"": -416.67, ""sample_size"": 3, ""price_gap_pct"": -18.8, ""room_size_gap"": -1.05, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1817,5277,49,12/5/2026,63,33.86,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 258, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 1600, ""other_fee"": 600, ""season_fee"": 0, ""initial_fee"": 18350, ""utility_fee"": 728, ""cleaning_fee"": 41500}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 62778}, ""peer_comparison"": {""price_gap"": 1600, ""sample_size"": 0, ""price_gap_pct"": 0, ""room_size_gap"": 42.08, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1818,5278,49,12/5/2026,81,52.76,high,overpriced,"[""overpriced"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 258, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3100, ""other_fee"": 600, ""season_fee"": 0, ""initial_fee"": 18350, ""utility_fee"": 637, ""cleaning_fee"": 36500}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 59187}, ""peer_comparison"": {""price_gap"": 600, ""sample_size"": 6, ""price_gap_pct"": 24, ""room_size_gap"": 1.45, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1819,5279,49,12/5/2026,63,36.02,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 258, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2200, ""other_fee"": 600, ""season_fee"": 0, ""initial_fee"": 18350, ""utility_fee"": 728, ""cleaning_fee"": 41500}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 63378}, ""peer_comparison"": {""price_gap"": -100, ""sample_size"": 1, ""price_gap_pct"": -4.3, ""room_size_gap"": 7.44, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1820,5280,49,12/5/2026,63,33.86,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 258, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2500, ""other_fee"": 600, ""season_fee"": 0, ""initial_fee"": 18350, ""utility_fee"": 728, ""cleaning_fee"": 41500}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 63678}, ""peer_comparison"": {""price_gap"": 2500, ""sample_size"": 0, ""price_gap_pct"": 0, ""room_size_gap"": 48.99, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1821,5281,49,12/5/2026,63,36.02,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 258, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2000, ""other_fee"": 600, ""season_fee"": 0, ""initial_fee"": 18350, ""utility_fee"": 637, ""cleaning_fee"": 36500}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 58087}, ""peer_comparison"": {""price_gap"": -400, ""sample_size"": 1, ""price_gap_pct"": -16.7, ""room_size_gap"": 3.23, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1822,5282,49,12/5/2026,73,50.6,high,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 258, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2150, ""other_fee"": 600, ""season_fee"": 0, ""initial_fee"": 18350, ""utility_fee"": 637, ""cleaning_fee"": 36500}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 58237}, ""peer_comparison"": {""price_gap"": 210, ""sample_size"": 5, ""price_gap_pct"": 10.8, ""room_size_gap"": 0.58, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1823,5283,49,12/5/2026,63,33.86,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 258, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2800, ""other_fee"": 600, ""season_fee"": 0, ""initial_fee"": 18350, ""utility_fee"": 637, ""cleaning_fee"": 36500}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 58887}, ""peer_comparison"": {""price_gap"": 2800, ""sample_size"": 0, ""price_gap_pct"": 0, ""room_size_gap"": 26.49, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1824,5284,49,12/5/2026,63,33.86,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 258, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2570, ""other_fee"": 600, ""season_fee"": 0, ""initial_fee"": 18350, ""utility_fee"": 728, ""cleaning_fee"": 41500}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 63748}, ""peer_comparison"": {""price_gap"": 2570, ""sample_size"": 0, ""price_gap_pct"": 0, ""room_size_gap"": 34, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1825,5285,49,12/5/2026,63,33.86,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 258, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3600, ""other_fee"": 600, ""season_fee"": 0, ""initial_fee"": 18350, ""utility_fee"": 728, ""cleaning_fee"": 41500}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 64778}, ""peer_comparison"": {""price_gap"": 3600, ""sample_size"": 0, ""price_gap_pct"": 0, ""room_size_gap"": 80.45, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1826,5286,49,12/5/2026,63,40.34,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 258, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2500, ""other_fee"": 600, ""season_fee"": 0, ""initial_fee"": 18350, ""utility_fee"": 637, ""cleaning_fee"": 36500}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 58587}, ""peer_comparison"": {""price_gap"": -656.67, ""sample_size"": 3, ""price_gap_pct"": -20.8, ""room_size_gap"": -0.63, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1827,5287,49,12/5/2026,63,53.84,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 258, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 1800, ""other_fee"": 600, ""season_fee"": 0, ""initial_fee"": 18350, ""utility_fee"": 637, ""cleaning_fee"": 36500}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 57887}, ""peer_comparison"": {""price_gap"": -4.29, ""sample_size"": 7, ""price_gap_pct"": -0.2, ""room_size_gap"": -0.46, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""city_code"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1828,5288,49,12/5/2026,63,52.76,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 258, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2100, ""other_fee"": 600, ""season_fee"": 0, ""initial_fee"": 18350, ""utility_fee"": 637, ""cleaning_fee"": 36500}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 58187}, ""peer_comparison"": {""price_gap"": 83.33, ""sample_size"": 6, ""price_gap_pct"": 4.1, ""room_size_gap"": -0.97, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""city_code"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1829,5289,49,12/5/2026,81,36.02,high,overpriced,"[""overpriced"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 258, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 1800, ""other_fee"": 600, ""season_fee"": 0, ""initial_fee"": 18350, ""utility_fee"": 637, ""cleaning_fee"": 36500}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 57887}, ""peer_comparison"": {""price_gap"": 350, ""sample_size"": 1, ""price_gap_pct"": 24.1, ""room_size_gap"": -1.41, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1830,5290,49,12/5/2026,63,33.86,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 258, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 1800, ""other_fee"": 600, ""season_fee"": 0, ""initial_fee"": 18350, ""utility_fee"": 637, ""cleaning_fee"": 36500}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 57887}, ""peer_comparison"": {""price_gap"": 1800, ""sample_size"": 0, ""price_gap_pct"": 0, ""room_size_gap"": 16, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
