id,room_id,partner_id,snapshot_date,risk_score,confidence_score,risk_class,primary_issue,signals_json,features_json,calculated_at,created_at,updated_at
856,921,13,12/5/2026,63,57.8,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3500, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 32400}, ""peer_comparison"": {""price_gap"": 18.42, ""sample_size"": 38, ""price_gap_pct"": 0.5, ""room_size_gap"": -1.95, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
857,922,13,12/5/2026,63,50.6,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3500, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 28000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 37400}, ""peer_comparison"": {""price_gap"": 0, ""sample_size"": 5, ""price_gap_pct"": 0, ""room_size_gap"": 0.94, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_2km"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
858,925,13,12/5/2026,63,33.86,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2400, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 31300}, ""peer_comparison"": {""price_gap"": 2400, ""sample_size"": 0, ""price_gap_pct"": 0, ""room_size_gap"": 12.15, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
859,926,13,12/5/2026,63,54.56,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2600, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 31500}, ""peer_comparison"": {""price_gap"": 0, ""sample_size"": 5, ""price_gap_pct"": 0, ""room_size_gap"": 0, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
860,927,13,12/5/2026,81,57.8,high,overpriced,"[""overpriced"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 4200, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 33100}, ""peer_comparison"": {""price_gap"": 592.5, ""sample_size"": 40, ""price_gap_pct"": 16.4, ""room_size_gap"": 1.85, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
861,929,13,12/5/2026,81,57.8,high,overpriced,"[""overpriced"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 4200, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 33100}, ""peer_comparison"": {""price_gap"": 592.5, ""sample_size"": 40, ""price_gap_pct"": 16.4, ""room_size_gap"": 1.85, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
862,930,13,12/5/2026,63,54.56,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2300, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 31200}, ""peer_comparison"": {""price_gap"": 100, ""sample_size"": 5, ""price_gap_pct"": 4.5, ""room_size_gap"": 0.08, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
863,931,13,12/5/2026,81,57.8,high,overpriced,"[""overpriced"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 4200, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 33100}, ""peer_comparison"": {""price_gap"": 592.5, ""sample_size"": 40, ""price_gap_pct"": 16.4, ""room_size_gap"": 1.85, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
864,934,13,12/5/2026,81,57.8,high,overpriced,"[""overpriced"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 4200, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 33100}, ""peer_comparison"": {""price_gap"": 592.5, ""sample_size"": 40, ""price_gap_pct"": 16.4, ""room_size_gap"": 1.85, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
865,935,13,12/5/2026,63,57.8,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2400, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 31300}, ""peer_comparison"": {""price_gap"": 0, ""sample_size"": 10, ""price_gap_pct"": 0, ""room_size_gap"": 0, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
866,936,13,12/5/2026,47.88,36.02,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 16.1, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2600, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 31500}, ""peer_comparison"": {""price_gap"": 0, ""sample_size"": 1, ""price_gap_pct"": 0, ""room_size_gap"": -2.46, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
867,937,13,12/5/2026,63,57.8,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3300, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 32200}, ""peer_comparison"": {""price_gap"": -30.77, ""sample_size"": 13, ""price_gap_pct"": -0.9, ""room_size_gap"": -0.96, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
868,938,13,12/5/2026,63,57.8,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2800, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 31700}, ""peer_comparison"": {""price_gap"": 23.53, ""sample_size"": 17, ""price_gap_pct"": 0.8, ""room_size_gap"": -0.3, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
869,939,13,12/5/2026,63,57.8,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3300, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 32200}, ""peer_comparison"": {""price_gap"": -30.77, ""sample_size"": 13, ""price_gap_pct"": -0.9, ""room_size_gap"": -0.96, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
870,940,13,12/5/2026,63,57.8,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3300, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 32200}, ""peer_comparison"": {""price_gap"": -30.77, ""sample_size"": 13, ""price_gap_pct"": -0.9, ""room_size_gap"": 0.29, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
871,941,13,12/5/2026,63,57.8,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3300, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 32200}, ""peer_comparison"": {""price_gap"": -30.77, ""sample_size"": 13, ""price_gap_pct"": -0.9, ""room_size_gap"": -0.96, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
872,942,13,12/5/2026,63,57.8,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2400, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 31300}, ""peer_comparison"": {""price_gap"": 0, ""sample_size"": 10, ""price_gap_pct"": 0, ""room_size_gap"": 0, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
873,943,13,12/5/2026,63,57.8,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3300, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 32200}, ""peer_comparison"": {""price_gap"": -30.77, ""sample_size"": 13, ""price_gap_pct"": -0.9, ""room_size_gap"": -0.67, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
874,944,13,12/5/2026,63,57.8,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3300, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 32200}, ""peer_comparison"": {""price_gap"": -30.77, ""sample_size"": 13, ""price_gap_pct"": -0.9, ""room_size_gap"": 0.29, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
875,945,13,12/5/2026,63,57.8,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2200, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 31100}, ""peer_comparison"": {""price_gap"": -14.29, ""sample_size"": 7, ""price_gap_pct"": -0.6, ""room_size_gap"": 0.06, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
876,946,13,12/5/2026,81,40.34,high,overpriced,"[""overpriced"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3700, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 26000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 35600}, ""peer_comparison"": {""price_gap"": 1233.33, ""sample_size"": 3, ""price_gap_pct"": 50, ""room_size_gap"": -1.37, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
877,947,13,12/5/2026,63,40.34,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3900, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 26000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 35800}, ""peer_comparison"": {""price_gap"": 100, ""sample_size"": 3, ""price_gap_pct"": 2.6, ""room_size_gap"": 1.38, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
